Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level
-0.1524087994494021,0.6878470533969451,-1.6089693847241653,2.6693293810386396,-1.265699656987182,-0.10085965735079436,-1.5156594761429196,1.1944990588785827,-0.626549582060774,1.0499744252223249,0.14989004876126005,0.8679399788736026,-2.0556241251003304,0.7787819226213059,-1.5710307911867558
0.5585330658999704,-0.014350182104030128,1.4353020559571261,-0.9860289656762321,0.8057958310759988,-1.3671876121224131,1.8512238580049298,-0.8371710237585437,1.0566572789819144,-0.1902964189187349,0.14989004876126005,2.3005207088055166,0.6962313277007527,-0.5499933581528936,-0.2856044525841664
-0.8633506647987745,-1.4187446531059806,0.5174639808265585,2.3316329136765184,1.4962943270970592,-0.10085965735079436,-0.6739386426059573,-0.8371710237585437,-0.18796751263415812,1.0499744252223249,1.5864183237125404,2.3005207088055166,0.2801795055965213,-0.19617284350685987,0.999821886018423
-0.8633506647987745,0.6878470533969451,1.3658674970820004,-0.8707179768208733,-1.265699656987182,1.1654682974208244,1.0095030244679675,-0.8371710237585437,0.7761228021414666,-0.8104318409892647,0.14989004876126005,-1.0421676610356163,1.3382605354148958,-1.0027900960589406,0.999821886018423
1.269474931249343,1.3900442888979203,1.0317136824954574,0.35981500424988344,-0.5752011609661216,-1.3671876121224131,1.0095030244679675,-0.8371710237585437,0.24666336697780397,0.42983900315179496,0.14989004876126005,-0.08711384108100678,0.9116490223943137,1.8355674245156255,0.999821886018423
1.269474931249343,-0.014350182104030128,0.6281253090337895,-0.09978165133076056,-0.5752011609661216,-0.10085965735079436,-1.5156594761429196,-0.8371710237585437,0.5706609317794481,0.42983900315179496,0.14989004876126005,0.3904130688962979,0.6328731822026459,-0.8204244563515136,-1.5710307911867558
-1.574292530148147,-0.014350182104030128,-0.8972651562541274,-0.29251573270328873,-1.265699656987182,1.1654682974208244,0.16778219093100513,-0.8371710237585437,1.4122643623007924,-0.8104318409892647,-1.2866382261900202,-1.5196945710129208,-0.8475954842697708,0.6735709766362523,0.999821886018423
-0.8633506647987745,1.3900442888979203,0.565200240053207,-0.8410665796866382,-0.5752011609661216,-0.10085965735079436,-0.6739386426059573,1.1944990588785827,-1.6657125033148283,-1.4305672630597945,1.5864183237125404,0.3904130688962979,0.06264987271968937,-1.6161309441347733,0.999821886018423
-0.8633506647987745,1.3900442888979203,-0.24631616679982457,2.1224258338960813,-0.5752011609661216,1.1654682974208244,-0.6739386426059573,1.1944990588785827,0.2348097975338413,-0.1902964189187349,1.5864183237125404,1.822993798828212,-0.8201402878872573,0.8364531078279287,-1.5710307911867558
1.269474931249343,-0.7165474176050053,0.5369924505101874,-0.320519829996733,1.4962943270970592,-1.3671876121224131,0.16778219093100513,-0.8371710237585437,0.025396737357168634,1.0499744252223249,0.14989004876126005,-0.5646407510583115,0.5293882112224058,1.4786295485070722,-1.5710307911867558
